name,birth_date,death_date
Bill Cissell,1904-01-03,1949-03-15
Richard Charles Hussey,1806-11-09,1887-11-09
W. Stuart Helm,1908-04-08,1986-03-02
Virginia Halas McCaskey,1923-01-05,None
Hiram G. Andrews,1876-09-12,1968-03-09
Larry Mosley,1979-12-26,None
Charles C. Smith (Pennsylvania politician),1908-10-08,None
Carlos Iaconelli,1987-06-26,None
Peter Drummond Murray of Mastrick,1929-11-24,2014-04-13
Herbert Peter Sorg,1911-12-19,1979-03-11
Peter Cartwright,1935-08-30,2013-11-18
Robert Kurtzman,1964-11-25,None
Ira T. Fiss,1888-11-07,None
Bhakti Hridaya Bon,1901-03-23,1982-07-07
Jeannemarie Devolites Davis,1956-02-28,None
Frank Wakeley Gunsaulus,1856-01-01,1921-03-17
Armin Abron,1975-10-24,None
Stephen Thompson,1968-12-02,None
J M Gates,1884-07-14,1945-08-18
Jimmie Lee Jackson,1938-12-16,1965-02-26
Aaron Ross,1982-09-15,None
Iginio Straffi,1965-05-30,None
Dave Cutler,1945-10-17,None
Greg Brooks (American football),1980-12-16,None
Kevin Amuneke,1986-05-10,None
Cody Spencer,1981-06-01,None
Jean Fuller,1950-04-16,None
Benjamin Fish Austin,1850-09-10,1933-01-22
Curren Price,1950-12-16,None
Reggie Witherspoon,1961-02-21,None
O Arthur Stiennon,1919-11-09,2003-01-10
Paulo Costinha,1973-09-22,None
Jim Corrigall,1946-05-07,None
João Paulo,1978-08-31,None
Joey Calderazzo,1965-02-27,None
Thierry Aubin,1942-05-06,2009-03-21
Juan José Carrillo,1842-09-08,1916-03-30
Auri,1973-11-17,None
Takayuki Mikami,1933-12-10,None
Andy McNeil,1987-01-19,None
Nandinho,1975-10-13,None
Mike Morreale,1971-08-10,None
Iskander Makhmudov,1963-12-05,None
Nélson Veríssimo,1977-04-17,None
Keith Molesworth,1905-10-20,1966-03-12
Robby Henson,1946-12-18,None
Adalto,1978-08-30,None
Flávio,1981-08-23,None
George Miranda dos Santos,1977-06-24,None
Gary Huff,1951-04-27,None
James A Amann,1956-11-09,None
Marcelo Labarthe,1984-08-12,None
Liviu Negoiță,1962-03-22,None
Ademar,1985-01-08,None
Janício,1979-11-30,None
Rafael M Salas,1928-08-07,1987-03-04
Elhadjy N Diaye,1983-05-20,None
Carlos Antonio Carrillo,1783-12-24,1852-02-23
David Lauser,1951-02-20,None
Mamadou N Diaye,1984-01-12,None
José Furtado,1983-03-14,None
Émile Mbamba,1982-10-27,None
Bob Wolcott,1973-09-08,None
Ali El Makk,1937-02-13,1992-10-09
Alexander Lvovich Kazembek,1902-02-15,1977-02-21
Brandan Wright,1987-10-05,None
Giorgakis Olympios,1772-11-09,None
Edward Smith Hall,1786-03-28,1860-09-18
Paddy Quinn (baseball),1849-08-09,1909-01-02
Jim Turnour,1966-04-07,None
Anne Nurmi,1968-08-22,None
Gareth Wyatt,1977-03-04,None
Alexandr Dolgopolov,1988-11-07,None
Ivaylo Petrov,1973-05-03,None
The Earl of Courtown,1954-03-19,None
Trevor Bentham,1943-10-11,None
Bernard Chandran,1968-02-27,None
Mary Wells Lawrence,1928-05-25,None
Roy Heenan,1935-09-28,2017-02-03
Eri Yamaguchi (runner),1973-01-14,None
Vijay K Nambiar,1943-08-09,None
J B Gunn,1928-05-13,2008-12-02
Michèle Montas,1946-11-09,None
Reginald George Gutteridge,1924-03-29,2009-01-24
Philippe Baby Casgrain,1826-12-30,1917-05-23
Remon van de Hare,1982-05-23,None
Lyndon Brook,1926-04-10,2004-01-09
Archie Stirling,1941-09-18,None
Victor Lorenzo Whitechurch,1868-03-12,1933-05-25
David Tootill,1986-05-22,None
Florence Piggot,1878-12-03,1899-11-22
George Kremer,1775-11-21,1854-09-11
Farren Ray,1986-03-23,None
Shaun Wylie,1913-01-17,2009-10-02
William C Ellis,1787-05-05,1871-12-13
Art Hughes,1930-10-01,2019-03-04
Andrés Velasco,1960-08-30,None
César,1979-05-19,None
Gheorghe Stratulat,1976-03-13,None
Jim Jacobs,1942-10-07,None
Linda Upmeyer,1952-07-23,None
Éder,1986-11-15,None
Wayne McDonald,1975-09-03,None
Bill Schickel,1951-03-24,None
Lawrence Heisey,1930-05-29,2009-05-28
Tim Donahue,1870-06-08,1902-06-12
Mark Kuhn,1950-09-10,None
George Denison,1790-02-22,1831-08-20
Brian Quirk,1968-07-11,None
Guy Lee Thys,1952-10-20,None
Ysanne Churchman,1925-05-14,None
Warren Casey,1935-04-20,1988-11-08
Blayney Hamilton,1872-06-13,1946-12-16
Sondra Currie,1947-01-11,None
Charles R Gipp,1947-11-30,None
Morgan Murphy (baseball),1867-02-14,1938-10-03
Tobe Sexton,1968-09-06,None
Bob Kressig,1953-12-31,None
Olivier Veigneau,1985-07-16,None
Kōtarō Nakagawa,1969-02-07,None
Deborah L Berry,1958-09-02,None
"Chris Taylor (footballer, born 1986)",1986-12-20,None
Suborna Mustafa,1959-12-02,None
Daniel J Rasmussen,1947-08-12,None
George W. Morell,1815-01-08,1883-02-11
John Phillips,1887-09-11,1983-12-18
Karl Gottfried Hagen,1749-12-24,1829-03-02
Ron Penfound,1927-01-28,1974-09-16
Roger Thomas (Iowa politician),1950-12-13,None
Phil Burton,1974-03-13,None
Viktor Jansson,1886-11-09,None
Olivier Gruner,1960-08-02,None
Justo Arosemena,1817-08-09,1896-02-23
Nikola Špirić Никола Шпирић,1956-09-04,None
Ian Douglas Harvey,1914-01-25,1987-01-10
Brian Cyr,1956-06-30,None
John Kuczynski,1973-10-16,None
Jamie Muir,1941-02-02,None
György Kepes,1906-10-04,2001-12-29
Silvio Frondizi,1907-01-19,1974-09-27
Elijah Coleman Bridgman,1801-04-22,1861-11-02
Yuny Han,1983-10-13,None
Sead Muratović,1979-02-06,None
Maurice Hines,1943-12-13,None
George Truman Morrell,1830-01-29,1912-05-07
Elijah Carrington,1914-03-25,1998-11-19
Billy Nash,1865-08-15,1929-11-15
O. J. Brigance,1969-09-29,None
Frank Campanella,1919-03-12,2006-12-30
Erik Prince,1969-06-06,None
Thomas J Preston Jr,1862-10-26,1955-12-25
Joanna Courtmans,1811-09-06,1890-09-22
David Fullerton,1772-10-04,1843-02-01
Hector Calma,1960-03-02,None
Pop Swett,1870-04-16,1934-11-22
Frank Spotnitz,1960-11-11,None
Ike Bloom,1865-11-09,1930-12-15
Archduke Karl Pius,1909-12-04,1953-12-24
Matthias Potthoff,1987-10-26,None
Mark Flanagan (rugby league),1987-12-04,None
William Crawford,1760-11-09,2063-11-09
Miguel Ángel Raimondo,1943-12-12,None
Larry Tittley,1952-05-15,None
Ben Nelson,1975-07-13,None
Brad Zavisha,1972-01-04,None
André Sogliuzzo,1966-08-10,None
Serhiy Klymentiev,1975-04-05,None
Elizabeth Thackery,1767-11-09,1856-08-07
Thomas Burnside,1782-07-28,1851-03-13
Ted Irving,1927-05-27,2014-02-25
Joseph Hilbe,1944-12-30,2017-03-12
Behrouz Gharibpour,1950-11-09,None
Stephen Harris,1968-11-09,None
Alzina Parsons Stevens,1849-05-27,1900-06-03
Marty Howe,1954-02-18,None
David Gill (football executive),1957-08-05,None
The Lord Keith of Avonholm,1886-05-20,1964-06-29
Alejandro Maclean,1969-08-06,2010-08-17
Tony Longo,1961-08-19,2015-06-21
Prince Ranieri,1883-12-03,1973-01-13
Dick Johnston,1863-04-06,1934-04-04
H. Tristram Engelhardt Jr.,1941-04-27,2018-06-21
Toribio Rojas,1945-02-14,None
Pascal F. Calogero Jr.,1931-11-09,2018-12-20
Ross King Order of the British Empire MBE,1962-02-21,None
Prince Ferdinand,1926-05-28,2008-03-20
Satto 察度,1320-11-09,1395-11-09
Robert Zildjian,1923-07-14,2013-03-28
Dante O Tiñga,1939-05-11,None
Héctor Scotta,1950-09-27,None
Edd Houck,1950-09-11,None
David Icke,1952-04-29,None
Donald Kushner,1945-03-02,None
Michel Barthélemy,1638-11-09,1706-04-11
Víctor Quiñones,1959-06-30,2006-04-02
Gareth Seddon,1980-05-23,None
Isaac Breuer,1883-09-18,1946-08-10
Shawn Walsh,1955-06-21,2001-09-26
Iskandar Muda,1583-11-09,1636-12-27
Dennis Shaw,1947-03-03,None
Ludwik Waryński,1856-09-24,1889-03-02
Rudolf Perešin,1958-03-25,1995-05-02
Michelle Dockery,1981-12-15,None
Mick Lally,1945-11-10,2010-08-31
Eric Lacroix,1971-07-15,None
Arie Slob,1961-11-16,None
Lord Erskine,1895-04-12,1953-05-03
Ben Sombogaart,1947-08-08,None
Ole Andres Olsen,1845-07-28,1915-01-29
Chap Petersen,1968-03-27,None
Tané McClure,1958-06-08,None
Fahd Ballan,1933-03-22,None
Ken Wilson,1947-10-20,None
Andrew Blake,1956-03-12,None
Hans Nørgaard Andersen,1980-11-03,None
Stephanie Tyrell,1949-03-20,2003-10-27
Flavio Insinna,1965-07-03,None
Ad Gumbert,1868-10-10,1925-04-23
Thiruchchelvam Nihal Jim Brown,1972-11-09,None
John Medora,1936-05-28,None
Matej Žagar,1983-04-03,None
Jorge Vaca,1959-12-14,None
Arthur Fleming Morrell,1788-11-10,1880-09-13
Billy Gumbert,1865-08-08,1946-04-13
Peter C Masak,1957-08-17,2004-05-22
John Steadman,1927-02-14,2001-01-01
John Pasco,1774-12-20,1853-11-16
Harry Gumbert,1909-11-05,1995-01-04
Ross Verba,1973-10-31,None
Tony Giarratano,1982-11-29,None
Stephen Roskill,1903-08-01,1982-11-04
Ray Goff,1955-07-10,None
Terry Crosby,1957-01-04,None
Karel Pilař,1977-12-23,None
Arturo Morua,1978-05-03,None
Vance C McCormick,1872-06-19,1946-06-16
Lenin Arroyo,1979-10-19,None
Mark Gale,1976-05-07,None
Johnny Saxton,1930-07-04,2008-10-04
Jungo Fujimoto 藤本 淳吾,1984-03-24,None
Modou Sougou,1984-12-18,None
Hassan Sunny,1984-04-02,None
Nikki Yanofsky,1994-02-08,None
Precious Emuejeraye,1983-03-21,None
Bo Lacy,1980-11-22,None
Andy Cook,1969-08-10,None
Billy McKee,1921-11-12,2019-06-11
Matsunosuke Onoe,1875-09-12,1926-09-11
Triandos Luke,1981-12-24,None
Ali Rehema,1985-08-08,None
Vontez Duff,1982-03-08,None
Ryan Krause,1981-06-16,None
Zhou Haibin 周海滨,1985-07-19,None
Anto Grabo,1960-12-07,None
Felix Schütz,1987-11-03,None
Ken Cuccinelli,1968-07-30,None
Brian Anderson,1971-06-07,None
Veerendra Patil,1924-11-09,None
Sam Dunn,1974-03-20,None
Gabriel Grégoire,1953-12-22,None
Toni Conceição,1961-12-06,None
Philip Gogulla,1987-07-31,None
Marco Tábuas,1976-10-29,None
Reggie Strickland,1968-09-04,None
Johnnie Bryan Hunt,1927-02-28,2006-12-07
Christopher Rule,1894-11-23,None
Candice Sanders,1977-02-21,None
Pedro Russiano,1984-11-19,None
William R Stewart,1864-10-29,1958-04-05
Kris Russell,1987-05-02,None
Dickie Harris,1950-05-24,None
Hans Apel,1932-02-25,2011-09-06
Martin Head-Gordon,1962-03-17,None
Michael Fedele,1955-03-30,None
Randy Rhino,1953-12-02,None
Liu Ruming 刘汝明,1895-05-12,1975-04-28
Enriqueta Basilio,1948-07-15,2019-10-26
Dan Shaver,1950-06-06,2007-01-02
Vaughn Hebron,1970-10-07,None
Grand Duke Andrei Vladimirovich,1879-05-14,1956-10-30
Joan Tabor,1932-09-16,1968-12-18
Grand Duke Boris Vladimirovich,1877-11-24,1943-11-09
Marc-André Cliche,1987-03-23,None
Albert Bustamante,1935-04-08,None
Akira Nishino (footballer),1955-04-07,None
Tatsuji Miyoshi,1900-08-23,1964-04-05
Takashi Matsumoto,1906-01-05,1956-05-11
Darren Helm,1987-01-21,None
Polly Bukta,1937-04-03,None
Jorge Rodríguez,1965-11-09,None
Pam Jochum,1954-09-26,None
Indigo,1984-06-25,None
Gentil Theodoor Antheunis,1840-09-09,1907-08-05
Pat Murphy,1959-08-24,None
Sir Robert Cotton,1915-11-29,2006-12-25
Perttu Lindgren,1987-08-26,None
Thomas Brennan,1853-07-28,1912-12-19
Anne Deveson,1930-06-19,2016-12-12
T P Rajeevan Thachom Poyil Rajeevan,1959-06-28,None
Charles Pierrepont1st Earl Manvers,1737-11-04,1816-06-17
Rihards Zarins,1869-06-27,1939-04-21
João Carlos,1956-01-15,None
Enikő Bollobás,1952-06-19,None
Titi,1988-03-12,None
Pierre,1987-05-31,None
Joseph Philippe Baby Casgrain,1856-03-01,1939-01-06
Gé Korsten,1927-12-06,1999-09-29
Romaine H Foege,1938-09-01,None
Nick Warren (cricketer),1982-06-26,None
David Edgar,1948-02-26,None
Oliver Newby,1984-08-26,None
Roger Boli,1965-09-26,None
Steve Gibb,1973-12-01,None
Adil Rashid,1988-02-17,None
Paul T C Kempeneers,1935-12-09,None
Edward Connerton,1897-11-09,1971-11-09
Veli Lampi,1984-07-18,None
Dora Billington,1890-11-09,1968-11-09
Richard Montgomerie,1971-07-03,None
Ben Harmison,1986-01-09,None
Jan Hoffmann,1971-05-04,None
Gil Vermouth,1985-08-05,None
Peter McGlashan,1979-06-22,None
Curt Schimmelbusch,1860-11-16,1895-08-02
Matt Kingsley,1874-09-30,1960-03-27
Ian Woodall,1956-08-17,None
Louis de Cahusac,1706-04-06,1759-06-09
Charles of Orléans Count of Angoulême,1459-11-09,1496-01-01
Michael Boardman,1938-02-13,None
Dave Martin (screenwriter),1935-01-01,2007-03-30
Alexander Leighton,1570-11-09,1649-11-09
John Count of Angoulême,1399-06-28,1467-04-30
Henry LeTang,1915-06-19,2007-04-26
Alain Nef,1982-02-06,None
Vic Kasule,1965-05-28,None
Natalia Avelon,1980-03-29,None
Dominic Bradley,1960-08-29,None
Joe Allon,1966-11-12,None
Sir Malcolm Robertson,1877-09-02,1951-04-23
Stan Dragoti,1932-10-04,2018-07-13
Wilfred Stokes,1860-04-09,1927-02-07
Nikolay Dimitrov,1987-10-15,None
Lachezar Baltanov,1988-07-11,None
Wyvetter H Younge,1930-08-23,2008-12-26
François Bracci,1951-10-31,None
Jimmy Lyon,1955-05-22,None
Patrice Rio,1948-08-15,None
Prince Carlo,1963-02-24,None
Dominique Bathenay,1954-02-13,None
Jamie Rowe,1970-04-07,None
Bjarki Gunnlaugsson,1973-03-03,None
Rafi Sharif,1940-02-28,2006-03-02
Knut Kircher,1969-02-02,None
"Ian Campbell, 11th Duke of Argyll",1903-06-18,1973-04-07
Jon Daly,1983-01-08,None
László Batthyány-Strattmann,1870-10-28,None
Bryan Todd (record producer),1973-03-01,None
Kurt Carr,1964-10-12,None
Anjaan,1930-10-28,1997-09-03
Edith Green,1910-01-17,1987-04-21
John Bernard Duff,1931-07-01,2013-10-01
Ahmad Miller,1978-04-10,None
Bona of Savoy,1449-08-10,1503-11-23
Haris Laitinen,1984-12-05,None
Paulinho Guará,1979-08-29,None
Sir Herbert Butcher,1901-06-12,1966-05-11
Tony Eusebio,1967-04-27,None
Julian Richards (director),1968-07-31,None
Erland Hellström,1980-12-16,None
Hakeem Kae Kazim,1962-10-01,None
Barry Lloyd,1949-02-19,None
Chris Sheridan,1967-09-19,None
Donald S Jones,1928-05-18,2004-12-13
Torrey Westrom,1973-03-27,None
Lu Kai,0198-11-09,None
Gustaf Larson,1887-07-08,1968-07-04
Alexei Cherepanov,1989-01-15,2008-10-13
Félix de la Concha,1962-08-20,None
Charizma,1973-07-06,1993-12-16
Débora Arango,1907-11-11,2005-12-04
"Louis de Duras, 2nd Earl of Feversham",1641-11-09,1709-11-09
Tay Cody,1977-10-06,None
Jesse Lee (Methodist),1758-03-12,1816-09-12
John Willard (playwright),1885-11-28,1942-08-30
Forrest Stanley,1889-08-21,1969-08-27
A. Richard Newton,1951-07-01,2007-01-02
Debbie Weems,1950-02-01,1978-02-22
Stewart Stern,1922-03-22,2015-02-02
Abdul Thompson Conteh,1970-07-02,None
Don Moye,1946-05-23,None
Dan Ariely,1967-04-29,None
Craig Alcock,1987-12-08,None
Martha Mattox,1879-06-19,1933-05-02
Jamie White,1968-12-06,None
Charly Manson,1975-02-18,None
Lucien Littlefield,1895-08-16,1960-06-04
Krishna Poonia,1977-05-05,None
George A Siegmann,1882-02-08,1928-06-22
Edward Dutch Sternaman,1895-02-09,1973-02-01
Eduard Wiiralt,1898-03-20,1954-01-08
Uwe Kamps,1964-06-12,None
Robert F Hill,1886-04-14,1966-03-18
Charles Longbottom,1930-07-22,2013-02-05
Matt Disher,1976-07-10,None
Christopher Fitzgerald (actor),1972-11-26,None
Herb Bradley,1903-01-03,1959-10-16
Bobby Taylor (American football),1973-12-28,None
Winston Moss,1965-12-24,None
Jake Bergey,1974-05-04,None
Terry Bartlett,1963-12-02,None
Herfried Münkler,1951-08-15,None
Dan Spang,1983-08-16,None
Tom Borland,1933-02-14,2013-03-02
Mykola PlaviukМикола Плав юк,1925-06-05,2012-03-10
Scott Yaphe,1970-02-16,None
Barry Richardson,1969-08-05,None
Kate French,1984-09-23,None
Abraham Chick Kazen Jr,1919-01-17,1987-11-29
Ged Brannan,1972-01-15,None
Oscar Möller,1989-01-22,None
Parviz Davoodi,1952-02-05,None
Artie Singer,1919-02-01,2008-05-02
Iskandar Thani,1610-11-09,1641-02-15
Taj ul Alam Safiatuddin Syah,1612-11-09,1675-10-23
David White,1939-11-26,2019-03-16
Steve Tyrell,1944-12-19,None
Zhang Jigang 张继钢,1958-12-25,None
Edward Turner Boyd Twisleton,1809-05-24,1874-10-05
Jeremiah Castille,1961-01-15,None
James Whitney Dunn,1943-07-21,None
Geoff Wilson (Canadian politician),1941-09-24,None
Mukhtar Shakhanov lang kk Мұхтар Шаханов,1942-07-02,None
Carter Oosterhouse,1976-09-19,None
Qairat Rysqulbekov,1966-03-13,1988-05-21
Ellora Patnaik,1968-09-05,None
Ashley Hall,1959-01-03,2015-11-22
Andrew Gray,1847-07-02,1925-10-10
Roberto Grau,1900-03-18,1900-03-18
Albion Britons football Albion Britons,1912-05-25,2005-08-08
Pedro Winter,1975-04-21,None
Friedrich Hossbach,1894-11-22,1980-09-10
Lori Otter,1967-01-04,None
Iya Abubakar,1934-12-14,None
Mirza Basheer ud Din Mahmood,1889-01-12,1965-11-07
Felice Schachter,1963-11-17,None
Tony Scullion,1962-02-06,None
Edward Pulgar,1974-09-30,None
Amon Gordon,1981-10-13,None
Henry Boyd,1868-05-06,1913-09-09
Claude Dubois,1947-04-24,None
John Tyler Bonner,1920-05-12,2019-02-07
Éric Zemmour,1958-08-31,None
Bill Sarpalius,1948-01-10,None
Freddie 'Red' Cochrane,1915-05-06,1993-01-16
James W Dunn,1911-10-16,1983-04-09
Jason Shivers,1982-11-04,None
Bob Casey,1915-07-27,1986-04-17
Charles John Page,1946-09-01,None
Scott Crago,1963-07-26,None
Corky Trinidad,1939-05-26,2009-02-13
Tom Loeffler,1946-08-01,None
Charles Donovan,1863-09-19,1951-10-29
Sanwar Lal Jat,1955-01-01,2017-08-09
John Hope Bryant,1966-02-06,None
Walter Murdoch,1874-09-17,1970-07-30
Charles C. Davis,1830-08-15,1909-01-20
Danny Crawford,1953-11-23,None
Osman Waqialla,1925-11-09,2007-01-04
Theron Sapp,1935-06-15,None
Rod Davis (gridiron football),1981-04-02,None
Richard Mead Atwater Sr,1844-08-10,1922-11-09
J Scott Burhoe,1954-09-12,None
Elizabeth Craven,1750-12-17,1828-01-13
Mark Wilson (American football),1980-11-11,None
Maurice Mann,1982-09-14,None
Tim Daggett,1962-05-22,None
Claude Harriott,1981-04-08,None
Abdelaziz Ahanfouf,1978-01-14,None
Christopher Hart,1965-11-09,None
Alan Davies,1945-12-22,1945-12-22
Bob Delaney,1951-11-01,None
William FitzEmpress,1136-07-22,1164-01-30
Manning Kimmel,1913-04-22,1944-07-26
Janusz Michallik,1966-04-22,None
Pippa Cross,1956-03-13,None
Marianne Grunberg-Manago,1921-01-06,2013-01-03
Horace Silliman,1825-12-03,1910-05-04
Hong10,1985-02-16,None
Lucienne Bloch,1909-01-05,1999-03-13
Jana Kirschner,1978-12-29,None
Isamu Akasaki,1929-01-30,None
George XII,1746-11-10,1800-12-28
Claude Papi,1949-04-16,1983-01-28
Jean Petit,1949-09-25,None
Hugh de Courtenay,1303-07-12,1377-05-02
Christian Dalger,1949-12-19,None
Rob Norris,1987-10-12,None
Fritz Klingenberg,1912-12-17,1945-03-23
Olivier Rouyer,1955-12-01,None
Jean Paul Bertrand Demanes,1952-05-13,None
Dominique Dropsy,1951-12-09,2015-10-07
Jean Castaneda,1957-03-20,None
Philippe Mahut,1956-03-04,2014-02-08
Jean François Larios,1956-08-27,None
Fatima Napo,1979-01-14,None
April Lee Hernandez,1980-01-31,None
Michel Bibard,1958-11-30,None
Shaunaka Rishi Das,1961-02-18,None
Yvon Le Roux,1960-04-19,None
Şükrü Ali Öğel,1886-11-09,1973-06-01
Fernando Araújo Perdomo,1955-06-27,None
Don Willesee,1916-04-14,2003-09-09
Herbert Blau,1926-05-03,2013-05-03
Ye Zhaoying叶钊颖,1974-05-07,None
Dheeraj Jadhav,1979-09-16,None
Clément Rosset,1939-10-12,2018-03-28
Dominique Pire,1910-02-10,1969-01-30
Warwick Stevenson,1980-05-13,None
Daniele Magliocchetti,1986-05-11,None
Paolo Seppani,1986-08-18,None
Andre Brown,1981-05-12,None
Lois Hall,1926-08-22,2006-12-21
Jaimes McKee,1987-04-14,None
Raffaele Longo,1977-09-06,None
Michael Goulian,1968-09-04,None
Hans Johansson,1962-04-23,None
Angus MacInnes,1947-10-27,None
Vann Williford,1948-01-26,None
Karin Giannone,1974-01-02,None
Lloyd James (footballer),1988-02-16,None
Les Carlyon,1942-06-10,2019-03-05
Abraham of Rostov,1000-11-09,None
Abo of Tiflis,0800-11-09,None
Lee Morris,1980-04-30,None
Stephen Maher,1988-03-03,None
Ishmael Welsh,1987-09-04,None
Onorato Damen,1893-12-04,1979-10-14
Markus Bollmann,1981-01-06,None
Abraham of Smolensk,1172-11-09,None
Markus Schuler,1977-08-01,None
Jimmy Slattery,2020-11-25,1960-08-30
Susan Michie,1955-06-19,None
Jonathan Saxton Campbell Würtele,1828-01-27,1904-04-24
Daniel Sennert,1572-11-25,1637-07-21
Marius Croitoru,1980-10-02,None
Bradley Thomas,1984-03-29,None
Gavin McCallum,1987-08-24,None
Isaías Pleci,1907-10-27,1979-12-27
J. C. Fargo,1829-05-05,1915-02-08
Walter Reppe,1892-07-29,1969-07-26
Donald Maitland,1922-08-16,2010-08-22
James Walsh,1980-06-10,None
Abdel Halim Ali,1973-10-24,None
Peter White,1954-09-20,None
George Coulouris,1937-11-15,None
James Fargo,1938-08-14,None
George Shoch,1859-01-06,1937-09-30
Daniel Xuereb,1959-06-22,None
Thierry Tusseau,1958-01-19,None
Philippe Vercruysse,1962-01-28,None
Philippe Bergeroo,1954-01-13,None
Albert Rust,1953-10-10,None
Alan Shapley,1903-02-09,1973-05-13
Saint Urpasian of Nicomedia,0300-11-09,0305-11-09
Marta Brunet,1897-08-09,1967-10-27
Didier Sénac,1958-10-02,None
Dominique Bijotat,1961-01-03,None
Robin Stevens,1958-01-30,None
Jeff Glass,1985-11-19,None
Patrice Garande,1960-11-27,None
Sir Henry Studholme Bart,1899-06-13,1987-10-09
François Brisson,1958-04-09,None
Lenny Green,1933-01-06,2019-01-06
Debbie Cameron,1958-09-14,None
Robert Oliphant,1956-06-07,None
Mona Zandi,1972-10-20,None
John F Lacey,1841-05-30,1913-09-29
Amnon Filippi,1969-06-29,None
Joseph P Moran,1895-11-09,1934-07-09
David Ellison,1939-11-09,2010-06-10
Wiljan Vloet,1962-09-10,None
Yonca Evcimik,1963-09-16,None
Heiko Westermann,1983-08-14,None
Horst Ehmke,1927-02-04,2017-03-12
Ray Caldwell,1888-04-26,1967-08-17
Mim Grey,2019-09-06,None
Bernd Korzynietz,1979-09-08,None
Tobias Levels,1986-11-22,None
Joan II,1378-11-09,1424-11-09
Michał Trzeciakiewicz,1984-02-19,None
Samuel Starkweather,1799-12-27,1876-07-05
Christofer Heimeroth,1981-08-01,None
Dolores Mantez,1936-10-17,2012-11-30
Inoyat Hojievaعنایت حاجی یو Farzaneh Khojandi,1964-11-03,None
Dave Philley,1920-05-16,2012-03-15
Gwenno Saunders,1981-05-23,None
Conversation Sharp,1759-11-09,1835-03-30
Lucas Mareque,1983-01-12,None
Bruno Spengler,1983-08-23,None
Zoltán Stieber,1988-10-16,None
Suzanne Doucet,1944-08-27,None
Robin Gibson,1979-11-15,None
Morgan Ågren,1967-07-13,None
Dick Brodowski,1932-07-26,2019-01-14
James S Lithgow,1812-11-29,1902-02-21
Roberto Iniesta,1962-05-16,None
Joseph Henry Bunce image,1908-02-27,1908-02-27
John Simons,1956-03-04,None
John G. Baxter,1826-12-12,1885-03-30
Grand Duchess Kira Kirillovna,1909-05-09,1967-09-08
John Monro,1670-11-09,1740-11-09
Wally Hilgenberg,1942-09-19,2008-09-23
"Chris Jones (wide receiver, born 1982)",1982-07-17,None
Emory McCord Folmar,1930-06-03,2011-11-11
Jeff Siemon,1950-06-02,None
Shlomo Elyashiv Eliashov Hebrew שלמה בן חיים חייקל אלישיב,1841-01-05,1841-03-13
Guðmundur Þór Kárason,1974-06-14,None
Co Stompé,1962-09-10,None
George Hoadley (Ohio politician),1781-12-15,1857-02-20
Jim Brillheart,1903-09-28,1972-09-02
"Henry Keith, Baron Keith of Kinkel",1920-02-07,2002-06-21
